id,renewal,incentives
649,0.9861238324880875,264.8637282352306
81136,0.9794250731844648,272.83380011985145
70762,0.9213318547855881,380.4973194342829
53935,0.9695178898262379,285.7573484797957
15476,0.9598123221862996,299.9764099179182
64797,0.9811370033010706,270.7421808925801
67412,0.5789583474703996,343.0027619485198
44241,0.8683413135552978,498.2096771007207
5069,0.9855298199935736,265.549787637711
16615,0.9875107656565733,263.31500470356355
84281,0.9806759576451971,271.30165782348456
82623,0.9703956236066136,270.65026589801647
86475,0.6771604859275266,606.2446608482803
68263,0.9060420551506708,261.25842300953457
113135,0.9488599793121196,267.5664390873832
45532,0.9681329825667904,287.68479927789724
102161,0.9882963620203452,262.3974686679842
84789,0.35314836060358873,677.0733017262346
62398,0.9651550032113856,291.93964193918237
70148,0.9683454814278312,287.38698467036863
102487,0.892946660922177,494.58566795731747
100513,0.9164220866715466,395.1945645793594
92702,0.9288844517553864,360.449914907443
25051,0.8295590149763402,607.3848981918509
92920,0.9848399576743041,266.3476173343911
25520,0.9471194289395132,321.49409458092964
81869,0.9628083682409732,295.4034143740831
75402,0.9829199485720108,268.60455546347777
34053,0.7675879826706564,251.0
21191,0.9779068071389788,274.7218773323716
10864,0.9812008833412056,270.6648823879533
6349,0.9658260220432706,290.96744622514245
85213,0.9738608124946252,279.91223602750483
17255,0.928356227590794,361.7634107289474
108351,0.9021739043415896,415.4212963578035
51437,0.9617065576391358,297.06503237204504
88629,0.8434037774133261,789.6356355497059
85367,0.9854032699216844,265.69408699319456
12313,0.9392664976732178,266.17069671434643
71659,0.9695518891452632,285.7104281503701
35142,0.9824267690096246,269.1917570082637
62988,0.9790594776047624,273.389449461189
8793,0.9446140307326676,326.21273816259793
11433,0.9841126893445392,267.1971146308913
30586,0.9816535472283088,270.1186600181369
53012,0.9730722501696414,280.95183319790124
87924,0.971388643875434,283.203272448268
106177,0.9706640171884972,284.1859358604597
63058,0.938101657686222,339.34427336762417
99537,0.9407482606553926,333.84839589712146
35336,0.8935336456800079,491.2300897904574
78691,0.9201893081302928,263.3680316904377
16161,0.9684647812410389,287.2201184398615
94318,0.9724828290448829,281.73506783973164
96583,0.9824202672105576,269.1995190052633
104560,0.942770547016274,329.79826874507813
19638,0.9885507248869532,262.11299981213193
26080,0.959211981172726,300.91393035081654
113482,0.9794248900836441,272.8340257898501
82175,0.9756829410851652,277.5454699572898
1239,0.9714297962298034,283.1477148258984
32521,0.7174491014810713,619.0194387018237
68529,0.987723801491042,263.04207478799304
38882,0.13853782775664186,251.0
8299,0.9870960447117966,263.75321108471087
98521,0.9568322286949638,304.7029529324683
47257,0.9580613402838848,302.731289453843
42445,0.9577623922734224,303.20792540967227
104700,0.34129808123513194,499.05680056276515
109204,0.9775963692798888,275.1118434265879
20138,0.7431120302126176,583.5003153127736
28468,0.9830150260118184,268.49170754090034
94964,0.9743678285117144,279.2487470852808
59773,0.925823150417708,368.2387143955904
17261,0.98718102855073,263.7354178045566
9570,0.8974408967246256,414.5165682346601
55159,0.725727437501385,464.3930329882748
82480,0.9708341176918964,283.95451494056215
51225,0.7742399081575404,540.543546400545
53176,0.8343461338920588,251.0
82883,0.97908387096757,273.25536770303313
63590,0.9762828308737138,276.7768738531935
50906,0.9573206666972612,303.91562357562196
21635,0.8747486681568176,646.904902496272
84000,0.8918939750339625,500.7657777228212
79029,0.9853302397061924,265.77972991444545
60256,0.9827689265113421,268.7840402764693
110660,0.8872460525686465,412.5504158777487
51023,0.9804393506190252,271.5898682359552
99146,0.9418435110217626,331.6393538691005
93878,0.9781611054781256,274.403430591698
93845,0.9760055847952468,277.13145190041996
5364,0.1151022533300967,251.0
106612,0.9615062332752066,297.3696217699591
79928,0.9821308338651168,269.54560273963307
94761,0.9785795577307748,273.8813649542617
