id,renewal,incentives
649,0.9861238324880875,164.86372823523064
81136,0.9794250731844648,172.83380011985145
70762,0.9213318547855881,280.4973194342829
53935,0.9695178898262379,185.75734847979572
15476,0.9598123221862996,199.9764099179182
64797,0.9811370033010706,170.7421808925801
67412,0.5789583474703996,243.00276194851978
44241,0.8683413135552978,398.2096771007207
5069,0.9855298199935736,165.54978763771098
16615,0.9875107656565733,163.31500470356352
84281,0.9806759576451971,171.30165782348453
82623,0.9703956236066136,170.65026589801647
86475,0.6771604859275266,506.24466084828026
68263,0.9060420551506708,161.2584230095346
113135,0.9488599793121196,167.5664390873832
45532,0.9681329825667904,187.68479927789724
102161,0.9882963620203452,162.3974686679842
84789,0.35314836060358873,577.0733017262346
62398,0.9651550032113856,191.93964193918237
70148,0.9683454814278312,187.38698467036863
102487,0.892946660922177,394.58566795731747
100513,0.9164220866715466,295.1945645793594
92702,0.9288844517553864,260.449914907443
25051,0.8295590149763402,507.3848981918508
92920,0.9848399576743041,166.3476173343911
25520,0.9471194289395132,221.49409458092964
81869,0.9628083682409732,195.40341437408316
75402,0.9829199485720108,168.60455546347777
34053,0.7675879826706564,151.0
21191,0.9779068071389788,174.7218773323716
10864,0.9812008833412056,170.66488238795327
6349,0.9658260220432706,190.96744622514248
85213,0.9738608124946252,179.91223602750483
17255,0.928356227590794,261.7634107289474
108351,0.9021739043415896,315.4212963578035
51437,0.9617065576391358,197.065032372045
88629,0.8434037774133261,689.6356355497059
85367,0.9854032699216844,165.69408699319453
12313,0.9392664976732178,166.17069671434643
71659,0.9695518891452632,185.7104281503701
35142,0.9824267690096246,169.1917570082637
62988,0.9790594776047624,173.38944946118897
8793,0.9446140307326676,226.2127381625979
11433,0.9841126893445392,167.1971146308913
30586,0.9816535472283088,170.1186600181369
53012,0.9730722501696414,180.95183319790127
87924,0.971388643875434,183.20327244826802
106177,0.9706640171884972,184.18593586045972
63058,0.938101657686222,239.34427336762417
99537,0.9407482606553926,233.84839589712146
35336,0.8935336456800079,391.2300897904574
78691,0.9201893081302928,163.3680316904377
16161,0.9684647812410389,187.22011843986147
94318,0.9724828290448829,181.73506783973167
96583,0.9824202672105576,169.1995190052633
104560,0.942770547016274,229.79826874507813
19638,0.9885507248869532,162.11299981213193
26080,0.959211981172726,200.91393035081654
113482,0.9794248900836441,172.83402578985013
82175,0.9756829410851652,177.54546995728984
1239,0.9714297962298034,183.1477148258984
32521,0.7174491014810713,519.0194387018237
68529,0.987723801491042,163.04207478799304
38882,0.13853782775664186,151.0
8299,0.9870960447117966,163.75321108471084
98521,0.9568322286949638,204.7029529324683
47257,0.9580613402838848,202.73128945384298
42445,0.9577623922734224,203.20792540967227
104700,0.34129808123513194,399.05680056276515
109204,0.9775963692798888,175.11184342658788
20138,0.7431120302126176,483.5003153127737
28468,0.9830150260118184,168.49170754090034
94964,0.9743678285117144,179.24874708528077
59773,0.925823150417708,268.2387143955904
17261,0.98718102855073,163.73541780455665
9570,0.8974408967246256,314.5165682346601
55159,0.725727437501385,364.3930329882748
82480,0.9708341176918964,183.95451494056218
51225,0.7742399081575404,440.543546400545
53176,0.8343461338920588,151.0
82883,0.97908387096757,173.25536770303313
63590,0.9762828308737138,176.7768738531935
50906,0.9573206666972612,203.91562357562196
21635,0.8747486681568176,546.904902496272
84000,0.8918939750339625,400.7657777228212
79029,0.9853302397061924,165.77972991444545
60256,0.9827689265113421,168.78404027646928
110660,0.8872460525686465,312.5504158777487
51023,0.9804393506190252,171.58986823595518
99146,0.9418435110217626,231.6393538691005
93878,0.9781611054781256,174.403430591698
93845,0.9760055847952468,177.13145190041993
5364,0.1151022533300967,151.0
106612,0.9615062332752066,197.3696217699591
79928,0.9821308338651168,169.54560273963304
94761,0.9785795577307748,173.88136495426173
7126,0.9645647459222688,192.80146177606647
82176,0.9506347221989088,215.15438131352647
53475,0.7236839113959778,477.8321768901087
88108,0.9906217283279996,159.81796149488608
65166,0.9720440126217552,170.8851101658129
65378,0.9521249456325852,212.56001719259368
47119,0.9697003388700326,185.50577758410697
64338,0.9867136415004204,164.18867620416373
48872,0.9319503943494504,253.06186716049768
26061,0.9881570703128518,162.553940130475
78191,0.9828962165552416,168.63274131762802
108224,0.9838981813245534,167.44893123615748
47646,0.8738568922954868,156.36493576883584
63423,0.9770626376697652,175.78546403705334
109453,0.9466338170895342,222.39524286194052
43299,0.9871314917388312,163.7129328595581
86879,0.97466336167355,178.86377118173326
51882,0.9766294417436072,176.3351383016006
84497,0.37787591717362257,386.9644102289372
19699,0.9085046762587012,322.39640183458897
52164,0.9469701502275848,221.77043567949653
36055,0.9247063809394368,271.1903863021701
17844,0.9806223677071404,171.3668706979804
12006,0.9769359195465248,175.94597414123766
51731,0.9856802929208316,165.37411269630476
101823,0.914223778707715,302.27588631634273
70611,0.9799577142125756,172.1788413757852
57291,0.738259579560793,525.4321389158686
